OID_,FID_SpringCatchData_XYTableToPoint,SpringCatchData_csv_Station,SpringCatchData_csv_SampleDate,SpringCatchData_csv_Latitude,SpringCatchData_csv_Longitude,SpringCatchData_csv_CatchRowID,SpringCatchData_csv_SampleRowID,SpringCatchData_csv_OrganismCode,SpringCatchData_csv_Catch,SpringCatchData_csv_CommonName,Stations_Station,Stations_Lati,Stations_Longi,FID_RiskRegions_DWSC_Update_9292020,Subregion,area_km2,area_hecta,are_mi2,Shape_Leng
4384,7643,707,04-May-16,38-06-53.1,121-42-25.5,7542,3295,9,2,chinook salmon,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4385,7710,704,08-Dec-16,38-03-58.0,121-47-27.6,7616,3315,24,1,delta smelt,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4386,7711,704,08-Dec-16,38-03-58.0,121-47-27.6,7617,3315,20,201,threadfin shad,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4387,7712,704,08-Dec-16,38-03-58.0,121-47-27.6,7618,3315,19,1,American shad,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4388,7713,704,08-Dec-16,38-03-58.0,121-47-27.6,7619,3315,12,10,inland silverside,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4389,7714,706,08-Dec-16,38-05-17.9,121-44-49.5,7620,3316,24,214,delta smelt,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4390,7715,706,08-Dec-16,38-05-17.9,121-44-49.5,7621,3316,20,940,threadfin shad,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4391,7716,706,08-Dec-16,38-05-17.9,121-44-49.5,7622,3316,12,16,inland silverside,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4392,7717,707,08-Dec-16,38-06-56.8,121-42-20.2,7623,3317,24,1,delta smelt,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4393,7718,707,08-Dec-16,38-06-56.8,121-42-20.2,7624,3317,20,64,threadfin shad,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4394,7719,707,08-Dec-16,38-06-56.8,121-42-20.2,7625,3317,12,17,inland silverside,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4395,7733,809,06-Dec-16,38-03-14.3,121-41-26.3,7638,3326,20,6,threadfin shad,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4396,7768,804,07-Dec-16,38-00-58.7,121-47-30.2,7673,3342,20,7,threadfin shad,804,38.0164452,-121.7913055,4,Confluence,285,28500,110,1.261601133940000
4397,7769,804,07-Dec-16,38-00-58.7,121-47-30.2,7674,3342,12,2,inland silverside,804,38.0164452,-121.7913055,4,Confluence,285,28500,110,1.261601133940000
4398,7804,809,09-Jan-17,38-02-58.7,121-41-49.1,7710,3353,20,6,threadfin shad,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4399,7805,809,09-Jan-17,38-02-58.7,121-41-49.1,7711,3353,52,1,bluegill,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4400,7831,704,11-Jan-17,38-04-00.1,121-47-20.8,7737,3365,24,1,delta smelt,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4401,7832,704,11-Jan-17,38-04-00.1,121-47-20.8,7738,3365,12,3,inland silverside,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4402,7833,704,11-Jan-17,38-04-00.1,121-47-20.8,7739,3365,63,2,Sacramento pikeminnow,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4403,7834,704,11-Jan-17,38-04-00.1,121-47-20.8,7740,3365,9,7,chinook salmon,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4404,7835,706,11-Jan-17,38-05-12.7,121-44-57.2,7741,3366,11,1,river lamprey,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4405,7836,706,11-Jan-17,38-05-12.7,121-44-57.2,7742,3366,38,1,threespine stickleback,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4406,7837,706,11-Jan-17,38-05-12.7,121-44-57.2,7743,3366,9,1,chinook salmon,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4407,7838,706,11-Jan-17,38-05-12.7,121-44-57.2,7744,3367,9,4,chinook salmon,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4408,7839,707,11-Jan-17,38-06-45.9,121-42-34.0,7745,3368,20,1,threadfin shad,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4409,7840,707,11-Jan-17,38-06-45.9,121-42-34.0,7746,3368,52,4,bluegill,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4410,7841,707,11-Jan-17,38-06-45.9,121-42-34.0,7747,3368,9,4,chinook salmon,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4411,7982,809,06-Feb-17,38-03-10.8,121-41-34.6,7944,3412,20,2,threadfin shad,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4412,7983,809,06-Feb-17,38-03-10.8,121-41-34.6,7945,3412,9,3,chinook salmon,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4413,7984,809,06-Feb-17,38-03-10.8,121-41-34.6,7946,3412,32,1,steelhead,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4414,7997,704,08-Feb-17,38-04-03.9,121-47-10.3,7959,3422,12,1,inland silverside,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4415,7998,704,08-Feb-17,38-04-03.9,121-47-10.3,7960,3422,9,4,chinook salmon,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4416,7999,706,08-Feb-17,38-05-19.6,121-44-54.3,7961,3423,9,7,chinook salmon,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4417,8000,706,08-Feb-17,38-05-19.6,121-44-54.3,7962,3423,95,1,shimofuri goby,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4418,8001,707,08-Feb-17,38-06-46.0,121-42-35.9,7963,3424,9,4,chinook salmon,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4419,8055,704,08-Mar-17,38-03-56.4,121-47-26.3,8017,3446,55,1,largemouth bass,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4420,8056,704,08-Mar-17,38-03-56.4,121-47-26.3,8018,3446,63,1,Sacramento pikeminnow,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4421,8057,706,08-Mar-17,38-05-09.4,121-44-57.8,8019,3447,24,1,delta smelt,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4422,8058,707,08-Mar-17,38-06-49.9,121-42-29.1,8020,3448,52,1,bluegill,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4423,8089,809,06-Mar-17,38-03-09.5,121-41-35.6,8051,3465,20,2,threadfin shad,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4424,8090,809,06-Mar-17,38-03-09.5,121-41-35.6,8052,3465,103,1,Siberian prawn,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4425,8146,809,03-Apr-17,38-03-02.4,122-41-44.5,8108,3494,9,4,chinook salmon,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4426,8161,704,05-Apr-17,38-03-57.1,121-47-25.2,8123,3505,9,24,chinook salmon,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4427,8162,706,05-Apr-17,38-05-12.7,121-44-56.2,8124,3506,20,1,threadfin shad,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4428,8163,706,05-Apr-17,38-05-12.7,121-44-56.2,8125,3506,32,1,steelhead,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4429,8164,706,05-Apr-17,38-05-12.7,121-44-56.2,8126,3506,9,21,chinook salmon,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4430,8165,707,05-Apr-17,38-06-50.9,121-42-29.4,8127,3507,9,39,chinook salmon,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4431,8210,809,01-May-17,38-03-10.9,121-41-28.2,8179,3529,106,1,spotted bass,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4432,8228,704,03-May-17,38-04-08.5,121-47-05.8,8197,3547,9,7,chinook salmon,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4433,8229,706,03-May-17,38-05-19.2,121-44-47.3,8198,3548,0,,No Catch,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4434,8230,707,03-May-17,38-06-48.5,121-42-31.0,8199,3549,9,2,chinook salmon,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4435,8274,809,11-Dec-17,38-03-01.2,121-41-45.3,8244,3573,20,7,threadfin shad,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4436,8275,809,11-Dec-17,38-03-01.2,121-41-45.3,8245,3573,19,1,American shad,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4437,8276,809,11-Dec-17,38-03-01.2,121-41-45.3,8246,3573,12,2,inland silverside,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4438,8304,707,13-Dec-17,38-07-02.4,121-42-16.9,8274,3593,20,1,threadfin shad,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4439,8305,706,13-Dec-17,38-05-05.0,121-45-05.6,8275,3594,24,2,delta smelt,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4440,8306,706,13-Dec-17,38-05-05.0,121-45-05.6,8276,3594,20,5,threadfin shad,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4441,8307,706,13-Dec-17,38-05-05.0,121-45-05.6,8277,3594,19,121,American shad,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4442,8308,706,13-Dec-17,38-05-05.0,121-45-05.6,8278,3594,12,1,inland silverside,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4443,8309,704,13-Dec-17,38-03-59.3,121-47-17.7,8279,3595,24,3,delta smelt,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4444,8310,704,13-Dec-17,38-03-59.3,121-47-17.7,8280,3595,20,5,threadfin shad,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4445,8311,704,13-Dec-17,38-03-59.3,121-47-17.7,8281,3595,19,617,American shad,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4446,8312,704,13-Dec-17,38-03-59.3,121-47-17.7,8282,3595,12,1,inland silverside,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4447,8351,809,08-Jan-18,38-03-07.1,121-41-37.6,8321,3610,12,1,inland silverside,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4448,8368,704,10-Jan-18,38-04-08.9,121-46-52.8,8338,3624,24,9,delta smelt,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4449,8369,704,10-Jan-18,38-04-08.9,121-46-52.8,8339,3624,20,76,threadfin shad,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4450,8370,704,10-Jan-18,38-04-08.9,121-46-52.8,8340,3624,19,14,American shad,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4451,8371,704,10-Jan-18,38-04-08.9,121-46-52.8,8341,3624,12,2,inland silverside,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4452,8372,704,10-Jan-18,38-04-08.9,121-46-52.8,8342,3624,33,1,striped bass age 0,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4453,8373,706,10-Jan-18,38-05-11.5,121-44-53.2,8343,3625,20,1,threadfin shad,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4454,8374,707,10-Jan-18,38-06-51.2,121-42-27.6,8344,3626,19,1,American shad,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4455,8418,809,05-Feb-18,38-03-03.6,121-41-43.4,8388,3648,0,,No Catch,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4456,8448,707,07-Feb-18,38-06-41.0,121-42-37.8,8418,3671,20,1,threadfin shad,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4457,8449,706,07-Feb-18,38-05-13.7,121-44-52.9,8419,3672,93,1,wakasagi,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4458,8450,704,07-Feb-18,38-04-04.6,121-47-08.1,8420,3673,0,,No Catch,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4459,8451,704,07-Feb-18,38-04-04.6,121-47-08.1,8421,3674,19,1,American shad,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4460,8483,809,05-Mar-18,38-03-08.2,121-41-35.7,8453,3696,12,1,inland silverside,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4461,8501,706,07-Mar-18,38-05-15.5,121-44-49.8,8472,3708,32,3,steelhead,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4462,8502,706,07-Mar-18,38-05-15.5,121-44-49.8,8473,3708,12,4,inland silverside,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4463,8503,707,07-Mar-18,38-06-51.3,121-42-28.0,8474,3709,0,,No Catch,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4464,8553,809,02-Apr-18,38-03-05.2,121-41-38.2,8524,3735,20,1,threadfin shad,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4465,8554,809,02-Apr-18,38-03-05.2,121-41-38.2,8525,3735,32,1,steelhead,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4466,8555,809,02-Apr-18,38-03-05.2,121-41-38.2,8529,3735,19,1,American shad,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4467,8576,704,04-Apr-18,38-04-07.2,121-47-05.2,8548,3749,9,1,chinook salmon,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4468,8577,706,04-Apr-18,38-05-17.1,121-44-46.8,8549,3750,19,2,American shad,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4469,8578,706,04-Apr-18,38-05-17.1,121-44-46.8,8550,3750,9,3,chinook salmon,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4470,8579,706,04-Apr-18,38-05-17.1,121-44-46.8,8559,3750,20,1,threadfin shad,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4471,8580,707,04-Apr-18,38-06-48.2,121-42-31.0,8551,3751,9,3,chinook salmon,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4472,8637,809,30-Apr-18,38-03-06.7,121-41-36.3,8612,3767,0,,No Catch,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4473,8663,704,02-May-18,38-03-56.3,121-47-24.3,8638,3787,9,5,chinook salmon,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4474,8664,706,02-May-18,38-05-11.9,121-45-00.1,8639,3788,20,1,threadfin shad,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4475,8665,706,02-May-18,38-05-11.9,121-45-00.1,8640,3788,9,8,chinook salmon,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4476,8666,707,02-May-18,38-06-46.3,121-42-32.8,8641,3789,0,,No Catch,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4477,8751,704,12-Dec-18,38-04-08.2,121-47-01.3,8726,3818,24,4,delta smelt,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4478,8752,704,12-Dec-18,38-04-08.2,121-47-01.3,8727,3818,20,13,threadfin shad,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4479,8753,704,12-Dec-18,38-04-08.2,121-47-01.3,8728,3818,19,103,American shad,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4480,8754,706,12-Dec-18,38-05-14.8,121-44-52.5,8729,3819,20,9,threadfin shad,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4481,8755,706,12-Dec-18,38-05-14.8,121-44-52.5,8730,3819,19,11,American shad,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4482,8756,707,12-Dec-18,38-06-48.1,121-42-20.8,8731,3820,20,18,threadfin shad,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4483,8757,707,12-Dec-18,38-06-48.1,121-42-20.8,8732,3820,111,1,Rainwater Killifish,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4484,8788,809,17-Dec-18,38-03-00.0,121-41-48.0,8764,3845,0,,No Catch,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4485,8789,809,22-Jan-19,,,8766,3847,20,1,threadfin shad,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4486,8790,809,22-Jan-19,,,8767,3847,19,1,American shad,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4487,8791,809,22-Jan-19,,,8768,3847,9,1,chinook salmon,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4488,8829,704,24-Jan-19,38-04-03.2,121-47-17.9,8807,3867,20,9,threadfin shad,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4489,8830,704,24-Jan-19,38-04-03.2,121-47-17.9,8808,3867,19,10,American shad,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4490,8831,704,24-Jan-19,38-04-03.2,121-47-17.9,8809,3867,33,1,striped bass age 0,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4491,8832,704,24-Jan-19,38-04-03.2,121-47-17.9,8810,3867,52,1,bluegill,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4492,8833,704,24-Jan-19,38-04-03.2,121-47-17.9,8811,3867,9,2,chinook salmon,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4493,8834,704,24-Jan-19,38-04-03.2,121-47-17.9,8812,3867,23,1,palaemon shrimp,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4494,8835,706,24-Jan-19,38-05-14.6,121-44-56.5,8813,3868,20,9,threadfin shad,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4495,8836,706,24-Jan-19,38-05-14.6,121-44-56.5,8814,3868,24,1,delta smelt,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4496,8837,706,24-Jan-19,38-05-14.6,121-44-56.5,8815,3868,61,1,hitch,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4497,8838,706,24-Jan-19,38-05-14.6,121-44-56.5,9066,3868,19,7,American shad,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4498,8839,707,24-Jan-19,38-06-49.1,121-42-34.3,8816,3869,20,2,threadfin shad,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4499,8840,707,24-Jan-19,38-06-49.1,121-42-34.3,8817,3869,9,2,chinook salmon,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4500,8905,704,21-Feb-19,38-04-06.2,121-47-09.5,8883,3887,20,1,threadfin shad,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4501,8906,704,21-Feb-19,38-04-06.2,121-47-09.5,8884,3887,9,1,chinook salmon,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4502,8907,706,21-Feb-19,38-05-09.1,121-44-59.3,8885,3888,0,,No Catch,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4503,8908,707,21-Feb-19,38-06-45.0,121-42-32.7,8886,3889,9,2,chinook salmon,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4504,8909,707,21-Feb-19,38-06-45.0,121-42-32.7,8887,3889,32,1,steelhead,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4505,8923,809,19-Feb-19,38-02-55.7,121-41-52.7,8901,3896,20,2,threadfin shad,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4506,8924,809,19-Feb-19,38-02-55.7,121-41-52.7,8902,3896,52,1,bluegill,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4507,8925,809,19-Feb-19,38-02-55.7,121-41-52.7,8903,3896,19,2,American shad,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4508,9025,809,18-Mar-19,38-03-01.6,121-41-44.0,9003,3935,32,3,steelhead,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4509,9041,704,20-Mar-19,38-04-01.5,121-47-21.2,9019,3946,63,1,Sacramento pikeminnow,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4510,9042,704,20-Mar-19,38-04-01.5,121-47-21.2,9020,3946,9,4,chinook salmon,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4511,9043,706,20-Mar-19,38-05-13.0,121-44-58.2,9021,3947,19,1,American shad,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4512,9044,707,20-Mar-19,38-06-45.3,121-42-36.7,9022,3948,9,2,chinook salmon,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4513,9045,707,20-Mar-19,38-06-45.3,121-42-36.7,9023,3948,103,1,Siberian prawn,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4514,9097,809,15-Apr-19,38-03-03.0,121-41-41.0,9076,3975,9,8,chinook salmon,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4515,9119,707,17-Apr-19,38-07-03.1,121-42-15.9,9099,3994,9,7,chinook salmon,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4516,9120,706,17-Apr-19,38-05-09.6,121-45-00.9,9100,3995,9,3,chinook salmon,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4517,9121,704,17-Apr-19,38-03-58.7,121-47-18.6,9101,3996,9,2,chinook salmon,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4518,9161,704,13-May-19,38-04-01.9,121-47-07.3,9141,4007,9,1,chinook salmon,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4519,9162,706,13-May-19,38-05-13.4,121-44-48.7,9142,4008,9,2,chinook salmon,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4520,9163,706,13-May-19,38-05-13.4,121-44-48.7,9143,4008,32,1,steelhead,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4521,9164,707,13-May-19,38-06-59.3,121-42-17.6,9144,4009,0,,No Catch,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4522,9181,809,14-May-19,38-03-03.8,121-41-36.8,9161,4026,9,1,chinook salmon,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4523,9244,809,16-Dec-19,38-03-08.3,121-41-35.0,9225,4057,0,,No Catch,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4524,9270,707,18-Dec-19,38-06-53.0,121-42-28.4,9251,4070,20,10,threadfin shad,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4525,9271,707,18-Dec-19,38-06-53.0,121-42-28.4,9252,4070,19,1,American shad,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4526,9272,706,18-Dec-19,38-05-07.4,121-45-06.7,9253,4071,20,206,threadfin shad,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4527,9273,706,18-Dec-19,38-05-07.4,121-45-06.7,9254,4071,19,35,American shad,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4528,9274,706,18-Dec-19,38-05-07.4,121-45-06.7,9255,4071,93,2,wakasagi,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4529,9275,706,18-Dec-19,38-05-07.4,121-45-06.7,9256,4071,9,2,chinook salmon,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4530,9276,704,18-Dec-19,38-03-58.9,121-47-16.6,9257,4072,20,112,threadfin shad,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4531,9277,704,18-Dec-19,38-03-58.9,121-47-16.6,9258,4072,19,149,American shad,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4532,9278,704,18-Dec-19,38-03-58.9,121-47-16.6,9259,4072,12,1,inland silverside,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4533,9279,704,18-Dec-19,38-03-58.9,121-47-16.6,9260,4072,9,1,chinook salmon,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4534,9313,809,13-Jan-20,38-03-04.9,121-41-40.7,9294,4083,0,,No Catch,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4535,9328,804,14-Jan-20,38-01-03.0,121-47-38.0,9309,4098,0,,No Catch,804,38.0164452,-121.7913055,4,Confluence,285,28500,110,1.261601133940000
4536,9340,706,15-Jan-20,38-05-11.1,121-44-59.9,9321,4105,12,1,inland silverside,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4537,9341,704,15-Jan-20,38-04-02.9,121-47-16.0,9322,4106,24,1,delta smelt,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4538,9342,704,15-Jan-20,38-04-02.9,121-47-16.0,9323,4106,12,1,inland silverside,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4539,9343,707,15-Jan-20,38-06-52.7,121-42-28.7,9324,4107,20,1,threadfin shad,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
4540,9366,809,10-Feb-20,38-03-04.4,121-41-35.7,9347,4122,12,1,inland silverside,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4541,9367,809,10-Feb-20,38-03-04.4,121-41-35.7,9348,4122,111,1,Rainwater Killifish,809,38.0537796,-121.6930313,4,Confluence,285,28500,110,1.261601133940000
4542,9384,704,12-Feb-20,38-03-55.7,121-47-21.3,9365,4136,20,1,threadfin shad,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4543,9385,704,12-Feb-20,38-03-55.7,121-47-21.3,9366,4136,32,1,steelhead,704,38.0665817,-121.7903137,4,Confluence,285,28500,110,1.261601133940000
4544,9386,706,12-Feb-20,38-05-10.1,121-44-57.1,9367,4137,0,,No Catch,706,38.0860825,-121.7504425,4,Confluence,285,28500,110,1.261601133940000
4545,9387,707,12-Feb-20,38-06-49.5,121-42-30.2,9368,4138,24,1,delta smelt,707,38.1146927,-121.7078629,4,Confluence,285,28500,110,1.261601133940000
